filename,set,record_id,frame_idx,time_s,mean,std,min,max,p10,p25,p50,p75,p90,iqr,entropy,energy,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_corr,speckle_contrast,ps_centroid,grain_halfmax_r,force_p1_N,force_p2_N,force_p3_N
FRS_setA_posA_036_posB_027_posC_037_record_001_frame_14.png,A,1,14,28.0,111.56884765625,52.424530029296875,60.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.8049118682506275,0.016268927603960037,1.7278952205882352,0.7758600497072923,0.25141941292422265,0.979098446270254,0.46988501835942037,6.829422516647493,14.0,0.36,0.27,0.37
FRS_setA_posA_036_posB_027_posC_037_record_001_frame_15.png,A,1,15,30.0,111.41949462890625,52.31182861328125,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.799927092055544,0.01630188710987568,1.729564950980392,0.7762618457219312,0.25188047724601104,0.9789911536365025,0.46950337360181493,6.843624582890829,14.0,0.36,0.27,0.37
FRS_setA_posA_036_posB_027_posC_037_record_001_frame_16.png,A,1,16,32.0,111.40092468261719,52.31303405761719,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.799967241379704,0.01626177318394184,1.7255974264705882,0.7768540726127343,0.252697052326837,0.9790437556932781,0.4695924581116117,6.845080394926811,14.0,0.36,0.27,0.37
FRS_setA_posA_036_posB_027_posC_037_record_001_frame_17.png,A,1,17,34.0,111.41181945800781,52.295223236083984,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.801104108554819,0.016234610695391893,1.7247395833333332,0.7766857364994434,0.2517057660744842,0.9790369908864093,0.46938667271109497,6.843628723297576,14.0,0.36,0.27,0.37
FRS_setA_posA_036_posB_027_posC_037_record_001_frame_18.png,A,1,18,36.0,111.37783813476562,52.278228759765625,59.0,255.0,64.0,68.0,97.0,131.0,197.0,63.0,6.798655547824971,0.016359581146389246,1.7262867647058822,0.7767772655409236,0.2517248696390638,0.9790085764194604,0.46937729835004727,6.846690024706371,14.0,0.36,0.27,0.37
FRS_setA_posA_036_posB_027_posC_037_record_001_frame_19.png,A,1,19,38.0,111.37155151367188,52.279476165771484,59.0,255.0,64.0,68.0,97.0,131.0,197.0,63.0,6.799038471716349,0.01633128710091114,1.7263939950980394,0.7772737618418936,0.252243258978937,0.9790115042587676,0.4694149938223069,6.8500350395970555,14.0,0.36,0.27,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_00.png,A,2,0,0.0,111.59288024902344,52.51313400268555,59.0,255.0,64.0,68.0,97.0,131.0,199.0,63.0,6.801937670662152,0.01628239220008254,1.7262408088235293,0.7754991272379139,0.2510771831233722,0.9791954116955036,0.47057781720034625,6.80674242699165,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_01.png,A,2,1,2.0,111.52798461914062,52.468563079833984,59.0,255.0,64.0,68.0,97.0,131.0,199.0,63.0,6.800980943198514,0.0163050121627748,1.7211856617647059,0.7758800634396215,0.25142200316880925,0.9792258319634236,0.470451996949551,6.813491374458219,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_02.png,A,2,2,4.0,111.49130249023438,52.44893264770508,60.0,255.0,64.0,68.0,97.0,131.0,199.0,63.0,6.799741130620246,0.016335431020706892,1.7214001225490199,0.7755690006430986,0.25088735450137845,0.9792025715773405,0.4704307105237977,6.81455896702991,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_03.png,A,2,3,6.0,111.42674255371094,52.41878890991211,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.800047040489747,0.01626348029822111,1.7179534313725489,0.7764625631571509,0.2520082952400827,0.9792246520621184,0.47043274988178224,6.816613363344278,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_04.png,A,2,4,8.0,111.36006164550781,52.37925720214844,60.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.799238291972475,0.016238652169704437,1.7193780637254905,0.7763148716190095,0.25191180823571546,0.9791730995853858,0.47035944869433277,6.820007806620234,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_05.png,A,2,5,10.0,111.33087158203125,52.34078598022461,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.797191678505504,0.01631523109972477,1.7185355392156862,0.7765949176836167,0.25188310979624906,0.9791574800628703,0.47013721563886435,6.826391776712917,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_06.png,A,2,6,12.0,111.32093811035156,52.32497787475586,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.797241481368482,0.016333917155861855,1.7136335784313725,0.7765138855347256,0.25162006722730196,0.9791985148445932,0.4700371624867737,6.82774271702936,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_07.png,A,2,7,14.0,111.29499816894531,52.319705963134766,60.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.796742261352682,0.016306408680975437,1.7149662990196077,0.7771000064080411,0.2519136884974864,0.9791790906478571,0.4700993469959289,6.8281137552647175,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_08.png,A,2,8,16.0,111.34637451171875,52.33338928222656,60.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.795357704165395,0.01639513811096549,1.718137254901961,0.7771939808001165,0.25172686386061033,0.979159125628804,0.47000532807395734,6.827879872108001,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_09.png,A,2,9,18.0,111.34442138671875,52.349082946777344,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.7968651335767865,0.016354599967598915,1.7177236519607844,0.777357567163584,0.2521641636952052,0.9791772189835958,0.4701545195960856,6.825664239092049,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_10.png,A,2,10,20.0,111.31640625,52.34183120727539,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.79552300128587,0.016359681263566017,1.7134037990196078,0.7772100883238491,0.2525760281529543,0.9792217344105721,0.47020769867222445,6.826921524538803,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_11.png,A,2,11,22.0,111.31990051269531,52.32590103149414,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.796787813167307,0.016301171854138374,1.7185661764705882,0.7772350770546782,0.2517344073611789,0.9791481041085277,0.47004983646680715,6.826535847362964,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_12.png,A,2,12,24.0,111.30123901367188,52.30632400512695,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.795482355339985,0.016378221102058887,1.7167892156862745,0.7770691356358763,0.25188814191294856,0.9791559920995224,0.46995275586016927,6.82745583808933,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_13.png,A,2,13,26.0,111.29609680175781,52.307220458984375,60.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.795075117448691,0.016378385946154594,1.7171875,0.7769130555802879,0.2517634939470155,0.9791489367628619,0.4699825237551167,6.825269183469532,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_14.png,A,2,14,28.0,111.273681640625,52.306148529052734,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.795240222938157,0.016360622830688953,1.716605392156863,0.7773940073057648,0.25245996110309465,0.979160015558352,0.47006756456556187,6.826381040857537,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_15.png,A,2,15,30.0,111.2679443359375,52.29859161376953,60.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.793916975783555,0.016406815964728594,1.7143688725490198,0.7768735952297849,0.2521011663459121,0.9791768782576171,0.4700238862674628,6.8287247969690865,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_16.png,A,2,16,32.0,111.27507019042969,52.29479217529297,59.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.795144486509972,0.01634056866168976,1.7158394607843137,0.77710265292527,0.2521080440675722,0.9791599108979956,0.46995964222532716,6.828309985010235,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_17.png,A,2,17,34.0,111.2689208984375,52.290924072265625,60.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.793400678680038,0.01644768239930272,1.716375612745098,0.7773916369792999,0.2520108431170404,0.9791411989706592,0.46995085105565587,6.829969045799024,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_18.png,A,2,18,36.0,111.23910522460938,52.275611877441406,60.0,255.0,64.0,68.0,97.0,131.0,198.0,63.0,6.793319648371,0.016382007393985987,1.7155943627450982,0.7772063687890997,0.25222581420356716,0.9791388196064628,0.4699391618791629,6.830858077575554,14.0,0.37,0.28,0.37
FRS_setA_posA_037_posB_028_posC_037_record_002_frame_19.png,A,2,19,38.0,111.22557067871094,52.2641716003418,59.0,255.0,64.0,68.0,97.0,131.0,197.0,63.0,6.795153304369268,0.016308640129864216,1.715456495098039,0.7779365472325104,0.25224902185079734,0.9791319224780416,0.4698934901517653,6.833655816867999,14.0,0.37,0.28,0.37
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_00.png,A,3,0,0.0,111.11734008789062,52.74433898925781,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.804184849041236,0.016156188677996397,1.71875,0.7774159502448257,0.26063536380845265,0.979449465895184,0.47467244039083445,6.788199341010089,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_01.png,A,3,1,2.0,111.11306762695312,52.742740631103516,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.802898094420805,0.016195174306631088,1.7239583333333333,0.7769879508717654,0.2602488529008734,0.9793895517843857,0.4746763072744923,6.790608765847981,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_02.png,A,3,2,4.0,111.11083984375,52.74863052368164,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.8028533951535675,0.016198054421693087,1.717984068627451,0.7775921812199466,0.2602153552561437,0.9794617860831248,0.47473883374348635,6.785630668677366,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_03.png,A,3,3,6.0,111.07888793945312,52.74037551879883,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.802905088686174,0.016212148126214743,1.719653799019608,0.7781959740343621,0.2606836218216139,0.9794296440325354,0.47480107603837446,6.787197813614505,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_04.png,A,3,4,8.0,110.9991455078125,52.705162048339844,59.0,255.0,63.0,67.0,97.0,130.0,199.0,63.0,6.800514733920014,0.016252303961664438,1.717938112745098,0.778221109762392,0.26057222839828276,0.9794268700193179,0.4748249349778085,6.794335249818234,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_05.png,A,3,5,10.0,111.00741577148438,52.711246490478516,59.0,255.0,63.0,67.0,97.0,130.0,199.0,63.0,6.801406445868116,0.016190193593502045,1.7219209558823527,0.7782245295628499,0.2603555877405829,0.9793803098768002,0.4748443707489543,6.795953944648422,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_06.png,A,3,6,12.0,111.12786865234375,52.75520706176758,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.801432415152933,0.01624016324058175,1.7199142156862743,0.7772489486775696,0.2602482438174976,0.9794512007197556,0.4747252665018557,6.788427550906168,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_07.png,A,3,7,14.0,111.11077880859375,52.76606369018555,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.801529130723184,0.016288120765239,1.7270526960784314,0.776428253168226,0.26075824718066515,0.9793726430920001,0.4748959934938728,6.7898730761985275,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_08.png,A,3,8,16.0,111.14306640625,52.77427673339844,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.802472510103863,0.01624268712475896,1.7251685049019607,0.776951256123986,0.2605229015307857,0.9794013637006226,0.47483193005038654,6.788934026341697,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_09.png,A,3,9,18.0,111.23284912109375,52.80837631225586,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.80335889205476,0.01622995501384139,1.7276194852941174,0.7770131223313065,0.26040032140348846,0.9794018499110333,0.4747552250034115,6.785561328143712,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_10.png,A,3,10,20.0,111.25848388671875,52.8248291015625,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.803565352641705,0.016253931913524866,1.7253216911764708,0.7775936522161291,0.2605445617945773,0.9794380892357633,0.47479371690294875,6.783129355465703,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_11.png,A,3,11,22.0,111.1495361328125,52.76007843017578,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.804130435217147,0.01615769974887371,1.727466299019608,0.7771519180453985,0.2601727222120644,0.9793534623435884,0.4746765507607007,6.787671843090484,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_12.png,A,3,12,24.0,111.10736083984375,52.73542022705078,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.802523395250042,0.016234082635492086,1.7198376225490195,0.7776839384340296,0.26064550031014855,0.979429473633012,0.4746348021268009,6.789444013068591,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_13.png,A,3,13,26.0,111.10342407226562,52.73075866699219,59.0,255.0,63.0,67.0,97.0,131.0,199.0,64.0,6.8022786928786045,0.01621278841048479,1.72202818627451,0.7774100146550802,0.2604202349813199,0.9794054804529259,0.4746096630891749,6.787005381822109,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_14.png,A,3,14,28.0,111.04580688476562,52.74580383300781,59.0,255.0,63.0,67.0,97.0,130.0,199.0,63.0,6.802022672784194,0.01620110822841525,1.7222120098039215,0.7775821065592385,0.2601152410490285,0.9794038407011673,0.4749914050130923,6.796570480110947,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_15.png,A,3,15,30.0,110.93714904785156,52.678035736083984,59.0,255.0,63.0,67.0,97.0,130.0,199.0,63.0,6.799157577765635,0.016251640859991312,1.7216145833333332,0.7781082259057683,0.2606836283478678,0.9793578257839035,0.4748457679704875,6.806544929633116,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_16.png,A,3,16,32.0,110.95454406738281,52.70982360839844,59.0,255.0,63.0,67.0,97.0,130.0,199.0,63.0,6.800227950665948,0.01623817952349782,1.7228247549019606,0.7784058758324532,0.2609443051175315,0.9793643363319843,0.4750578180591435,6.805589974976117,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_17.png,A,3,17,34.0,111.06407165527344,52.783287048339844,59.0,255.0,63.0,67.0,97.0,130.0,199.0,63.0,6.79993327664364,0.01629930827766657,1.7248621323529412,0.7777010764633921,0.2605959178446251,0.9794006400806219,0.4752507832791413,6.798333767833534,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_18.png,A,3,18,36.0,111.10066223144531,52.807804107666016,59.0,255.0,63.0,67.0,97.0,130.0,200.0,63.0,6.801588640710875,0.01622582459822297,1.7240349264705879,0.77758494295101,0.26045864600911234,0.9794261885083502,0.4753149355460738,6.794890859042988,14.0,0.38,0.29,0.38
FRS_setA_posA_038_posB_029_posC_038_record_003_frame_19.png,A,3,19,38.0,111.181640625,52.85793685913086,59.0,255.0,63.0,67.0,97.0,131.0,200.0,64.0,6.801650684507701,0.016253624577075243,1.7233762254901963,0.7771862630930741,0.25987884355699287,0.9794771254122087,0.47541965167983763,6.790066040271971,14.0,0.38,0.29,0.38
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_00.png,A,4,0,0.0,110.2711181640625,52.55693054199219,59.0,255.0,63.0,67.0,96.0,129.0,198.0,62.0,6.786467419055718,0.016626224387437105,1.697487745098039,0.7791003078939356,0.2642844772558507,0.9795381011105909,0.4766155582443353,6.75681598454429,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_01.png,A,4,1,2.0,110.27757263183594,52.536293029785156,59.0,255.0,63.0,67.0,96.0,129.0,198.0,62.0,6.787707325774569,0.016538962721824646,1.697625612745098,0.779574541747098,0.26425453995822185,0.9795227329578853,0.47640052075845224,6.7593041906636975,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_02.png,A,4,2,4.0,110.41998291015625,52.57994842529297,59.0,255.0,63.0,67.0,96.0,129.0,198.5,62.0,6.786984696522339,0.01654847851023078,1.6966911764705883,0.7795030401953262,0.2628211065822829,0.9795703577395849,0.47618145773554793,6.749360927685124,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_03.png,A,4,3,6.0,110.417724609375,52.599403381347656,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.787052541797223,0.016551554203033447,1.6956495098039213,0.7799714381075054,0.26339972745821205,0.979597664303315,0.47636739090058405,6.748377786918813,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_04.png,A,4,4,8.0,110.43121337890625,52.59703063964844,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.785406087513886,0.016604451462626457,1.6986672794117648,0.7793458443559873,0.2630176281787364,0.9795650628210885,0.4762877182122374,6.747890312798157,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_05.png,A,4,5,10.0,110.4517822265625,52.604652404785156,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.785467040380595,0.016601119190454483,1.6934589460784313,0.7795703702891038,0.26311419169476846,0.9796335108720293,0.47626802704622917,6.746433049423152,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_06.png,A,4,6,12.0,110.49913024902344,52.63418197631836,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.786489372619585,0.016594000160694122,1.693673406862745,0.7792876710786606,0.26288846140177685,0.979655425132467,0.4763311879260973,6.7445818314110895,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_07.png,A,4,7,14.0,110.49942016601562,52.65787887573242,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.786183665118112,0.016621528659015894,1.6925551470588232,0.7796806320993859,0.26319817944291246,0.9796845755938871,0.4765443908811298,6.742480252804519,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_08.png,A,4,8,16.0,110.53330993652344,52.6829833984375,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.785953380528043,0.016631664242595434,1.6938572303921569,0.7792244570173587,0.2629059847969563,0.9796918954126982,0.4766254030453948,6.7394757306037665,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_09.png,A,4,9,18.0,110.59121704101562,52.707542419433594,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.78865468457998,0.016550397500395775,1.6956341911764707,0.7794443114890401,0.2628862862931281,0.9796880385338899,0.47659790559936743,6.736966299712409,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_10.png,A,4,10,20.0,110.63616943359375,52.737060546875,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.789920550509164,0.016470352187752724,1.6955422794117647,0.7791849048333428,0.26291845495539706,0.9797091260508485,0.4766710635126288,6.7359990412719055,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_11.png,A,4,11,22.0,110.21949768066406,52.515228271484375,59.0,255.0,63.0,67.0,96.0,129.0,198.0,62.0,6.7862176856924465,0.0166081334464252,1.6990349264705882,0.7792288206190335,0.26440714881617167,0.9794899687479561,0.4764604210376175,6.763843620636251,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_12.png,A,4,12,24.0,110.23219299316406,52.519493103027344,59.0,255.0,63.0,67.0,96.0,129.0,198.0,62.0,6.784785608350332,0.016669278033077717,1.695481004901961,0.7796711091518256,0.26433337249953315,0.9795370091572365,0.4764442371774624,6.762396361522308,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_13.png,A,4,13,26.0,110.31040954589844,52.543270111083984,59.0,255.0,63.0,67.0,96.0,129.0,198.0,62.0,6.786381143552288,0.016587126068770885,1.6969975490196076,0.7791202600874583,0.26337647374108336,0.979544581455054,0.47632195662568977,6.759120498337754,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_14.png,A,4,14,28.0,110.38017272949219,52.57384490966797,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.787686671520065,0.016555938869714737,1.6946231617647058,0.7792270148333506,0.26319705605874316,0.9795974759101183,0.4762979039588006,6.754787737623371,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_15.png,A,4,15,30.0,110.39930725097656,52.58491897583008,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.786443288886966,0.016572680789977312,1.6973039215686276,0.7789449292698429,0.2631282728549488,0.979574067072867,0.4763156607159277,6.752965859566258,14.0,0.4,0.3,0.39
FRS_setA_posA_040_posB_030_posC_039_record_004_frame_16.png,A,4,16,32.0,110.39170837402344,52.58678436279297,59.0,255.0,63.0,67.0,96.0,129.0,199.0,62.0,6.786962570679668,0.01656245393678546,1.6973039215686274,0.7795402061153005,0.2633387857169828,0.9795677466166318,0.47636534606947734,6.753188441708213,14.0,0.4,0.3,0.39
